canonical_id,canonical_name,canonical_type,n_members,member_sample,rationale
Can_30617a83,stress,CriticalFactor,2,En_57edcddf | En_4936ba25,"Both entities refer to 'stress' as a critical factor in the graphitization process in steels, with overlapping descriptions and identical type hints, indicating they represent the same concept."
Can_0b5f14fd,temperature,CriticalFactor,3,En_87ad8d99 | En_9373e4ad | En_7f969065,"These entities share the same name, type, and similar descriptions related to their influence on graphitization and spheroidization in steels."
Can_35683d76,graphitization,DamageMechanism,5,En_050cfd72 | En_905a7c88 | En_164c08be | En_dd297d4c | En_7e2c5d55,"All these entities describe the same damage mechanism involving the formation of graphite in steel, affecting its properties and leading to potential failures."
Can_e3e578e7,random graphitization,DamageMechanism,2,En_bbd0c4e3 | En_b8f1cf3c,"Both entities describe the same type of graphitization with similar characteristics and effects, indicating they refer to the same concept."
Can_ef12f0c8,chains or local planes of concentrated graphite nodules,DamageMechanism,2,En_d9c3eea1 | En_1be47837,"Both entities describe the same damage mechanism involving concentrated graphite nodules, with similar descriptions and identical names."
Can_6c719733,heat affected zone graphitization,DamageMechanism,3,En_2fa2939a | En_2db2dd6b | En_7d1f6545,"All entities describe the same damage mechanism involving graphitization in the heat-affected zone of welds, with similar descriptions and type hints."
Can_4f4a4f1a,non-weld graphitization,DamageMechanism,2,En_43d9f590 | En_3148da09,"Both entities refer to 'non-weld graphitization' as a damage mechanism in steel, with descriptions that complement each other, indicating they are the same concept."
Can_a1f38d34,eyebrow graphitization,DamageMechanism,3,En_335ebb64 | En_f671f715 | En_6f223043,"All entities share the same name and type, and their descriptions refer to the same phenomenon of graphite formation in heat affected zones, with slight variations in wording."
Can_ae2f431c,hot-wall piping,Component,3,En_84a1c5d3 | En_ac952d8c | En_43701025,"All entities refer to piping that operates at high temperatures and are used in similar industrial contexts, with slight variations in description that complement each other."
Can_7dae1351,creep strength,MaterialProperty,2,En_be20b8c2 | En_7e0ab9ad,"Both entities describe the material's ability to withstand stress over time at high temperatures, with similar factors affecting them, indicating they refer to the same property."
Can_3548ed18,850°F to 1025°F (441°C to 552°C),OperatingCondition,3,En_f7c7abe8 | En_aa6cbc03 | En_c1c54eac,"These entities describe overlapping temperature ranges related to graphitization and embrittlement, suggesting they refer to the same operating condition."
Can_95f9ce19,microvoid formation,DamageMechanism,2,En_000b0d6b | En_4fa6d71c,"Both entities describe the formation of small voids in materials and are classified as DamageMechanism, indicating they refer to the same concept."
Can_cf92af52,graphitization,DamageMechanism,2,En_18614609 | En_e08d4769,"Both entities have identical names, descriptions, and type hints, indicating they refer to the same concept."
Can_84b7b7cf,Non-Weld Related Graphitization Failures,Publication,2,En_552ce496 | En_597206ae,"Both entities are publications with identical names and descriptions, indicating they refer to the same paper presented at CORROSION/89."
Can_12841a44,CORROSION/89,Conference,2,En_725264bd | En_01a5fe20,"Both entities have the same name, type, and description, indicating they refer to the same conference."
Can_16f1c953,ASM International,Organization,2,En_e0ee53ed | En_b6961c18,"Both entities have the same name and type, and their descriptions indicate they refer to the same organization responsible for publishing the ASM Metals Handbook."
Can_60ea5c33,ASM Metals Handbook: Properties and Selection,ReferenceMaterial,3,En_2d36ab5e | En_c4fb12b1 | En_4ab58334,"These entities describe the same reference material focusing on properties and selection of metals, specifically iron, steels, and high-performance alloys."
Can_f030900c,D.N. French,Author,3,En_82471a9f | En_70db429a | En_51b76cf4,"All entities refer to the same author of the same work, 'Microstructural Degradation', with no conflicting information."
Can_d0089046,Microstructural Degradation,Publication,2,En_905693c2 | En_71879f92,"Both entities have the same name, type, and author, indicating they refer to the same publication."
Can_8e044be8,graphitization,DamageMechanism,2,En_3a62f6d5 | En_09f3b4d1,"Both entities have identical names, descriptions, and type hints, indicating they refer to the same concept."
Can_776f1b68,low alloy steels,Material,4,En_5951db2f | En_ffc4f421 | En_aa856bbc | En_63462a5a,"These entities all refer to 'low alloy steels' with similar descriptions and characteristics, indicating they are the same material type."
Can_54b5fc3c,3Cr-1Mo,Material,2,En_f0702cab | En_f034ca57,"Both entities refer to the same material, 3Cr-1Mo, a low alloy steel with similar properties described in both entries."
Can_3bc8d339,piping,Component,2,En_ee740112 | En_a3833891,"Both entities refer to piping systems, with descriptions that complement each other regarding different temperature effects."
Can_1787ff04,equipment,Component,2,En_dbcde97a | En_27b2decf,"Both entities describe equipment affected by high temperatures and fluid exposure, indicating they refer to the same general concept."
Can_97dc4f6c,stress concentrations,StressFactor,2,En_fdf57823 | En_eb6cb760,"Both entities refer to areas of concentrated stress that can lead to material failure, and the descriptions are complementary. The type 'StressFactor' is more specific and appropriate."
Can_0780e870,elevated temperature,OperatingCondition,2,En_3c2c9258 | En_d455d625,"Both entities refer to high temperature conditions with similar effects, differing only in specific details, and share the same type hint."
Can_8e71fcfa,graphitization,DamageMechanism,2,En_7a2d1172 | En_bdfdce6c,"Both entities have the same name, type, and similar descriptions indicating they refer to the same damage mechanism involving graphite formation in steel."
Can_bc5dc76a,June 2001,TemporalQualifier,2,En_df8b65cb | En_4a69ec48,"Both entities refer to the same publication date for the same work, 'Microstructural Degradation', and have identical names and type hints."
Can_afefe9ae,"Houston, TX",Location,2,En_d6f8b93f | En_cf82ee0f,"Both entities refer to the same geographical location, Houston, TX, and are described in contexts that are not mutually exclusive."
Can_46c1b718,ductile-to-brittle transition temperature,MaterialProperty,3,En_07163ecc | En_86a8875b | En_aaaf4925,"All entities refer to the same material property with similar descriptions and identical names, indicating they represent the same concept."
Can_4a69c766,FCC reactor/regenerator systems,ProcessUnit,2,En_b85e2d3d | En_9fad82f7,"Both entities refer to components of FCC systems in refineries, with overlapping descriptions and type hints, suggesting they are part of the same system."
Can_f3fbb790,welds,Component,2,En_04abc31a | En_82708e9f,"Both entities refer to welds as joints in alloys with similar susceptibility issues, indicating they are the same concept."
Can_c36b442e,PWHT,Process,2,En_b8727f89 | En_0b397273,"Both entities refer to Post Weld Heat Treatment (PWHT) and describe similar processes and effects, indicating they are the same entity."
Can_1f26262f,cracking,DamageMechanism,4,En_662d6321 | En_7fd6b009 | En_3cd30a96 | En_d4443663,"These entities describe general cracking mechanisms and events, with overlapping descriptions and contexts."
Can_69b1a20d,tensile and yield strength,MaterialProperty,2,En_3151253c | En_ce0f3834,"Both entities describe related mechanical properties of materials, specifically tensile and yield strength, and can be merged into a single entity."
Can_0695d9ea,high temperature ductility,MaterialProperty,2,En_34231487 | En_81997b37,"Both entities have the same name and type, and their descriptions are very similar, with the second providing a slightly more detailed explanation."
Can_ddf3566f,ASM International,Organization,2,En_26054f1f | En_869cc40e,"Both entities refer to ASM International as a publisher of the same work, and the descriptions are consistent with each other, indicating they are the same entity."
Can_f6a89afe,Metals Handbook – Desk Edition,Publication,2,En_eb4e9d09 | En_15f5558c,"Both entities refer to the same publication by ASM International, with similar names and descriptions that complement each other."
Can_bef9451a,ASM International,Organization,2,En_306ac45a | En_fdc4b4b7,"Both entities have the same name and type, and their descriptions indicate they refer to the same organization involved in publishing materials science and engineering information."
Can_b9f5ba0f,autorefrigeration event,Process,2,En_118a4294 | En_a8d3e2db,"Both entities describe a process involving rapid cooling and potential brittle fracture, with similar names and descriptions."
Can_5dd6c3a1,UCS 66,Regulation,2,En_7ac0092b | En_6857d2cb,"Both entities refer to 'UCS 66' as a regulation related to impact exemption curves, with slight variations in description that can be combined for a more comprehensive understanding."
Can_0b9574f2,intergranular cracking,DamageMechanism,2,En_d0b760d4 | En_80a5f8c6,"Both entities refer to the same phenomenon of cracking along grain boundaries, with descriptions that complement each other. The type hint difference can be reconciled as they describe aspects of the same concept."
Can_b2111452,Stanley T. Rolfe,Person,2,En_36523968 | En_96abfd8e,"The names 'Stanley T. Rolfe' and 'S.T. Rolfe' likely refer to the same person, given the similar descriptions and context of authorship."
Can_cec077b8,A533-B Steel,Material,2,En_8f787d28 | En_2a101b8a,"Both entities have identical names, descriptions, and type hints, indicating they refer to the same material."
Can_3657b11d,creep cracking,DamageMechanism,2,En_0147dc9c | En_8c470d45,"Both entities refer to 'creep cracking' as a damage mechanism involving cracking due to creep, with similar contexts and descriptions."
Can_326d03f8,long-seam welds,Component,2,En_424e17de | En_bbd2414a,"Both entities refer to welds along the length of a component, with similar descriptions and type hints, suggesting they are the same entity with slight variations in naming."
Can_57f2cd50,differential thermal expansion stresses,DamageMechanism,2,En_fd4f65ef | En_031ec319,"Both entities describe stresses caused by differential thermal expansion, with one focusing on the stress and the other on the mechanism, making them closely related."
Can_ed9006f4,weld defects,ComponentDefect,2,En_4865178c | En_fe0f5e32,"Both entities describe defects in welds that can lead to cracking due to stress concentrations, and they share a similar context and implications."
Can_c774f6f6,stress concentrators,MaterialFeature,2,En_87fc0686 | En_61f0f72b,"Both entities refer to features that increase stress, with slight variations in description. They can be merged into a single entity with a comprehensive description."
Can_f0be514d,1.25Cr-0.5Mo,Material,2,En_c7f7263a | En_95cd2adb,Both entities have the same name and similar descriptions indicating they refer to the same material.
Can_86a17269,corrosion,DamageMechanism,5,En_bef6f04d | En_c454d29e | En_a43f8f78 | En_5333d3b5 | En_f802bd6b,All these entities describe the process of corrosion with slight variations in wording but refer to the same underlying concept of material degradation due to chemical reactions.
Can_8de8badb,erosion,DamageMechanism,5,En_85f9a9ee | En_a4a5a246 | En_39ac2a47 | En_ce0f7dcf | En_f7a5f437,"All entities describe the same damage mechanism of material surface wear due to mechanical action, with slight variations in description that can be unified."
Can_22317f5f,API Standard 530,Standard,2,En_226e07b2 | En_cb5fa51d,"Both entities refer to the same standard for calculating heater tube thickness, with one providing additional detail about the issuing organization."
Can_23df5248,API Standard 660,Standard,2,En_5ebc2cd0 | En_1841e821,"Both entities refer to the same standard for shell and tube heat exchangers in refinery service, with similar descriptions and identical names."
Can_b66f6fea,thermal fatigue,DamageMechanism,2,En_b47a51e1 | En_84189d4b,"Both entities have the same name, type, and very similar descriptions, indicating they refer to the same concept."
Can_8a8eead3,temperature swing,OperatingCondition,2,En_2dd4501b | En_d63a4621,"Both entities refer to the same concept of temperature variation impacting thermal fatigue, with similar descriptions and identical type hints."
Can_1e244d5e,number of cycles,OperatingCondition,2,En_a508892d | En_c42896df,"Both entities have the same name and type hint, and their descriptions are very similar, indicating they refer to the same concept."
Can_b28d4eea,stress,OperatingCondition,2,En_00528e7b | En_04702b9b,"Both entities have the same name, type, and similar descriptions related to stress in thermal fatigue, indicating they refer to the same concept."
Can_d8492108,thermal fatigue,DamageMechanism,3,En_cba92303 | En_139a87ec | En_e133fd84,"All entities have the same name and type, and their descriptions are variations of the same concept, indicating they refer to the same entity."
Can_3160b077,cracking,DamageMechanism,2,En_8badca9a | En_6ae09631,"Both entities describe cracking as a form of mechanical damage, with similar characteristics and effects, fitting under the same type."
Can_94132a1d,stress raiser,ComponentFeature,2,En_71060bbb | En_a41fba84,"Both entities refer to the same concept of stress concentration leading to crack initiation, with slight variations in description and type hint. Merging them provides a unified representation."
Can_18403fa2,thermal fatigue,DamageMechanism,2,En_d1a12427 | En_dfb706f7,"Both entities have the same name, type, and nearly identical descriptions, indicating they refer to the same concept."
Can_f0cef04f,thermal cycling,DamageMechanism,2,En_35a18749 | En_2c95db0e,"Both entities share the same name, type, and similar descriptions related to material fatigue and cracking due to temperature changes."
Can_7d7ac467,H.M. Herro,Author,3,En_e7c6a079 | En_38433fe5 | En_1231b2f3,"All entities refer to the same author with consistent name and description, differing only in publication details which can be consolidated."
Can_3b49d02c,D.N. French,Author,3,En_41a632f5 | En_4326fe8d | En_8837f1c4,"All entities refer to the same author of the same book, with slight variations in description."
Can_2e8a8b04,Boiler Tube Failures,FailureEvent,2,En_c66e7362 | En_e0be60a1,"Both entities have the same name, type, and very similar descriptions, indicating they refer to the same concept of failures in boiler tubes."
Can_9a9cf999,local overheating,DamageMechanism,2,En_8c2daa12 | En_376cbc53,"Both entities refer to 'local overheating' as a damage mechanism with overlapping descriptions, indicating they are the same concept."
Can_91d5a261,temperature,CriticalFactor,2,En_7128780e | En_0ad91e3a,"Both entities refer to 'temperature' as a critical factor affecting different physical processes, suggesting they represent the same concept."
Can_7b80c7ee,stress,CriticalFactor,2,En_b6b042f5 | En_3470ea82,"Both entities refer to 'stress' as a critical factor affecting materials, with overlapping descriptions related to mechanical load and stress rupture."
Can_8b7f0196,refractory damage,DamageMechanism,2,En_611af27e | En_b1d68a66,"Both entities refer to the damage or deterioration of refractory materials, with similar causes and contexts, making them suitable for merging."
Can_5e70001f,steam blanketing,DamageMechanism,2,En_a50eedda | En_c02099bc,"Both entities describe the formation of a steam layer due to disturbed heat flow, indicating they refer to the same concept."
Can_80c1b5fd,tube rupture,FailureEvent,2,En_1ee58cce | En_2bb331d1,"Both entities describe a tube rupture due to short term overheating from steam-related conditions, with minor wording differences."
Can_92e95a22,Boiler Tube Failures,FailureEvent,2,En_6ef72f1f | En_c9eb276a,"Both entities refer to a comprehensive study on boiler tube failures, with similar descriptions and the same type hint, indicating they are the same entity."
Can_7345b7be,thermal fatigue,DamageMechanism,3,En_86a8db9b | En_66808002 | En_2e56ef6a,"All entities refer to the same concept of thermal fatigue, a damage mechanism involving temperature fluctuations and cyclic stresses, with slight variations in description."
Can_6e43c5e7,thermal shock,DamageMechanism,2,En_5fd60c78 | En_335cff56,"Both entities have the same name and type, and their descriptions are nearly identical, differing only slightly in wording. This suggests they refer to the same concept."
Can_ce90861d,erosion-corrosion,DamageMechanism,4,En_df8182bf | En_e6ea47ca | En_9c5064a0 | En_b07abeff,"All entities share the same name, type, and describe a similar damage mechanism involving the combined effects of erosion and corrosion, indicating they refer to the same concept."
Can_27c6ec65,corrosion-resistant alloys,Material,2,En_824ecc2e | En_7d9e49d3,"Both entities have the same name and type, and their descriptions are similar enough to suggest they refer to the same concept."
Can_94ecca05,liquid impingement erosion,DamageMechanism,2,En_ac2e1f15 | En_6cdabb28,"Both entities describe the same damage mechanism involving erosion due to liquid impact, with one being a more specific term for the other."
Can_e2a1af62,"ASM Metals Handbook, Volume 13, “Corrosion”",ReferenceMaterial,3,En_af1efd18 | En_9599cab6 | En_8b4ebd72,"All entities have the same name, type, and similar descriptions, indicating they refer to the same reference material."
Can_c387ddaa,ASM International,Organization,2,En_425313f5 | En_c6194208,"Both entities have identical names, descriptions, and type hints, indicating they refer to the same organization."
Can_a6b2040f,low alloy steels,Material,3,En_aa4112da | En_e4ef3f0b | En_e7ce26c8,"These entities all refer to 'low alloy steels' with similar descriptions, indicating they are the same material type."
Can_b00b8021,bubble dynamics,Process,2,En_2532059a | En_ac1b1a97,"Both 'bubble formation' and 'collapsing bubbles' describe processes related to vapor bubbles, and can be merged under a broader concept of bubble dynamics."
Can_e0354395,protective films,Material,2,En_2a83debf | En_52a06dad,"Both entities describe films that protect against corrosion, with 'passive films' being a specific type of 'protective films'."
Can_2c4c75ce,Macmillan Press LTD.,Organization,2,En_8fe13960 | En_96c9dad5,"Both entities refer to the same publishing company associated with the book 'Design and Corrosion Control', and the names and descriptions are consistent."
Can_804308b5,mechanical fatigue,DamageMechanism,2,En_a9491539 | En_1ba82286,"Both entities refer to the same concept of mechanical fatigue caused by cyclic loading, with similar descriptions and identical names."
Can_0e964370,inclusions,MaterialDefect,2,En_a604478c | En_73522c0d,"Both entities refer to non-metallic particles within metal, described as affecting mechanical properties and potentially accelerating fatigue cracking, indicating they are the same concept."
Can_29782af9,fatigue resistance,MaterialProperty,2,En_f636c9fe | En_2d50f4fd,"Both entities have the same name and type, and their descriptions are similar, referring to the ability to withstand cyclic stresses or loading without failure."
Can_af3eb103,American Society for Testing and Materials,Organization,2,En_f900e722 | En_6a94a007,"Both entities refer to the same organization with similar names and descriptions, indicating they are the same entity."
Can_8fa4458d,ASTM STP1428,ReferenceMaterial,2,En_14c4215b | En_0b804850,"Both entities have the same name, description, and are related to ASTM, indicating they refer to the same publication."
Can_cd1ba111,ASTM MNL41,Reference,2,En_b10d4eb9 | En_dd96b4cb,"Both entities share the same name and type, and their descriptions are similar, indicating they refer to the same publication by ASM International."
Can_f33bc809,Reinforcement Components,Component,2,En_505d4a5b | En_5806b7b5,"Both entities are components used to reinforce small bore connections, with similar functions and descriptions, suggesting they can be merged into a single entity."
Can_a116026f,corrosion,DamageMechanism,2,En_06826c5b | En_48f71830,"Both entities describe the general concept of corrosion as a chemical degradation process, with overlapping descriptions."
Can_0cf078af,D.N. French,Author,2,En_082939d8 | En_0bd46f33,"Both entities have the same name, type, and are described as the author of the same book, indicating they refer to the same individual."
Can_fa8670a4,moisture,Condition,2,En_1d53870a | En_789595a1,"Both entities refer to the presence of water necessary for conductivity, and can be merged under the concept of 'moisture'."
Can_357dfd70,,,6,En_da807057 | En_a053dede | En_1f985b9e | En_a77a62b8 | En_9fd9462d | En_16bf22dd,
Can_19569b09,,,3,En_6dade44d | En_34a31c97 | En_7c633907,
Can_5288ecab,,,6,En_020da7f3 | En_68db247c | En_6f42ecb0 | En_81b97647 | En_ddf03dfc | En_07558f18,
Can_a259004a,,,2,En_e6bb7b05 | En_1b58bfd8,
Can_0d719244,,,3,En_ca8cfb13 | En_7c6ac921 | En_a8c0e389,
Can_78e43615,,,2,En_42d974e5 | En_619aa098,
Can_4862523d,,,2,En_9bf8feac | En_fc99b670,
Can_fabb02e8,,,2,En_8499c941 | En_5e534ae2,
Can_f1ed6270,,,3,En_bcc90812 | En_c49724e3 | En_051af4fc,
Can_77c59b55,,,2,En_72b6797c | En_23e0fbfb,
Can_59913a04,,,4,En_05838189 | En_1f2415d3 | En_b3ed93d5 | En_67e88e7b,
Can_737a6f70,,,2,En_8d97dd31 | En_04d7a193,
Can_c5006344,,,4,En_0c075047 | En_7806f80f | En_15455b0f | En_41b58095,
Can_e506fc48,,,2,En_251c4f54 | En_16697e4c,
Can_bfad8250,,,2,En_d143c4b7 | En_849961cf,
Can_a4b51df3,,,2,En_08c55102 | En_d57a511d,
Can_efe61990,,,3,En_538113f0 | En_58408864 | En_f5154057,
Can_43a07530,,,2,En_89cfea2c | En_c54f88ab,
Can_adc6502d,,,9,En_112d4bd3 | En_d4f98494 | En_10792a35 | En_29673775 | En_18442375 | En_427450db | En_89570b9f | En_ac518948 | En_c7cd8705,
Can_ba88cd46,,,3,En_c725ed25 | En_dda3c99c | En_d2c889ce,
Can_eeb82195,,,3,En_095ce011 | En_9d7d0bb3 | En_c988fd77,
Can_34fe23c1,,,2,En_bf8640ce | En_5a3126dd,
Can_b8288b18,,,2,En_5e72a11e | En_c560dfcf,
Can_b81ae8c2,,,4,En_ecfe5dc4 | En_945c0f27 | En_4ab5c230 | En_3756caa4,
Can_35a1e3b8,,,3,En_8ad7a346 | En_582ee2bf | En_485ac52b,
Can_2c06c4cc,,,2,En_268b8261 | En_6980df2c,
Can_6c52c4de,,,6,En_c1362d46 | En_20150974 | En_a8d8e39e | En_d5fb8e5d | En_7297e3ec | En_bdd4f7ef,
Can_b38cff39,,,3,En_05fae51c | En_77af097c | En_feafbd7c,
Can_8dc6eacf,,,2,En_dc5d7b56 | En_6655b71a,
Can_dd6d0752,,,4,En_28e121c9 | En_859e04ae | En_37e45c87 | En_1a3c20cd,
Can_1774bb7b,,,2,En_73f24bf8 | En_ef5b530b,
Can_f055795b,,,8,En_9f149494 | En_808a7d4a | En_b3b2755f | En_ee901ed6 | En_139917f5 | En_99c40e42 | En_3615f18f | En_2498b192,
Can_f71a8500,,,3,En_3779dee6 | En_40c3ac6f | En_c5ff39a3,
Can_524115e2,,,4,En_9d1a0c6d | En_294de22c | En_fd2e9029 | En_2172b420,
Can_391c156b,,,3,En_19fb0cc4 | En_91922e17 | En_f3b999aa,
Can_110a0063,,,2,En_16324344 | En_ae11b931,
Can_156a2e1a,,,3,En_e9dff23f | En_170139fa | En_853044a7,
Can_2a0267df,,,7,En_82486d6a | En_1766da0b | En_4eab30e5 | En_c14a6d1a | En_7a32c5d6 | En_380e75df | En_b9b5e3ab,
Can_e9bd9ad6,,,2,En_e47bf97c | En_2c98e4ea,
Can_87e7a050,,,6,En_708e3ac2 | En_3b6057f0 | En_9fbd5af2 | En_4d79b3c7 | En_fa55d47d | En_8d90a06d,
Can_9cbb178e,,,5,En_525e0e10 | En_a40753cc | En_b16c2339 | En_cc4bfe69 | En_1a3e2bcb,
Can_9ae196d6,,,2,En_7c37e543 | En_d30184f2,
Can_8919636f,,,2,En_550bbe5e | En_f03b708e,
Can_7eaec38c,,,4,En_5b123b7f | En_cac6860f | En_5bf3de34 | En_1a24c8b8,
Can_9d8b7dec,,,4,En_5dd8fe3c | En_1c9a9c84 | En_12d98196 | En_75789b10,
Can_d03cc077,,,2,En_131d2a6b | En_9bca92fd,
Can_cc222a28,,,2,En_c4b72f25 | En_db3c4759,
Can_0b19e171,,,3,En_73a80aa1 | En_e50c44fc | En_9950a185,
Can_9c27b868,,,4,En_a5554e56 | En_2de31606 | En_ee1fd7bd | En_602684c7,
Can_399be121,,,2,En_44bd2804 | En_b9565208,
Can_032fae0a,,,2,En_c410f734 | En_4a3828c0,
Can_38c2affc,,,2,En_b797c4e1 | En_4c3841ad,
Can_4946bbb1,,,3,En_f7dbe361 | En_1e9b065b | En_74c318ae,
Can_f7bb7d31,,,2,En_a6ef7650 | En_eafb2d28,
Can_7e1efbd8,,,3,En_2752b5a5 | En_9833ed19 | En_f472214f,
Can_0500ba43,,,3,En_e1643144 | En_93a16b05 | En_19f5dae0,
Can_0c83c7dd,,,2,En_58ede972 | En_927bd4ee,
Can_61be4209,,,5,En_47d1924c | En_0c157d13 | En_1ca8b1fa | En_2c4df008 | En_bfc9a93b,
Can_06cb5c43,,,2,En_6a22b065 | En_fd261bf8,
Can_3119bcf1,,,4,En_02020109 | En_cf020733 | En_e09f5c82 | En_a1eb8646,
Can_90723e5f,,,3,En_edc9675b | En_6e7c50d6 | En_31b4db25,
Can_8e351d54,,,2,En_4f0ab158 | En_59a04458,
Can_232e75f8,,,2,En_27cde55b | En_1b1637dd,
Can_8bcdc757,,,2,En_1a7eea0d | En_0246545a,
Can_adb85ce9,,,4,En_13f04003 | En_2f9af703 | En_876a0617 | En_2b82a8ec,
Can_bad47f0e,,,2,En_cdf90020 | En_3352948f,
Can_415e339c,,,2,En_2b467f8c | En_19db05df,
Can_78879b78,,,2,En_0b6a9802 | En_d12e7028,
Can_a0e756ac,,,2,En_ef1e9890 | En_f0e31502,
Can_dc939b87,,,2,En_e1c1a636 | En_8049bb1d,
Can_9c9ae279,,,3,En_b3efc25b | En_dac77676 | En_3a8dad06,
