"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_62814b69a356","En_ce80e6aa","Can_8c5b26a4","contributes_to","contributes_to","Subject has a causal or functional contribution to the state, quality, or outcome represented by the object (e.g., ecological processes, biodiversity levels, or population balance).","ecological_effect_relation","CAUSALITY","ecological role","0.96","Organism → ecological system it is essential to.","The text labels caterpillars as essential to the ecosystem.","","Despite their small size, caterpillars are essential to the ecosystem","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""Despite their small size"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""as they play a crucial role in pollination and maintaining the balance of plant populations"",
 ""LogicalMarker"": ""as"",
 ""OtherQualifier"": null
}","Caterpillars are described as essential components contributing to the ecosystem."
"RelR_25b09a95ee8a","En_ce80e6aa","Can_24d53cb7","participates_in","acts_as_pollinator_in","Subject organism functions as a pollinator contributing to the pollination process of the object.","ecosystem_function_role_relation","AGENCY","functional role","0.9","Organism → biological process it contributes to.","The passage states caterpillars play a crucial role in pollination.","[""Biological plausibility check: Caterpillars are typically not primary pollinators; this instance may reflect a source statement or a mistaken upstream inference, not a general ecological fact.""]","they play a crucial role in pollination","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""crucial role in"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Caterpillars take part in the biological process of pollination."
"RelR_8d08fc66387d","En_ce80e6aa","En_52757a3b","helps_maintain","contributes_to","Subject has a causal or functional contribution to the state, quality, or outcome represented by the object (e.g., ecological processes, biodiversity levels, or population balance).","ecological_effect_relation","CAUSALITY","ecological effect","0.92","Organism → ecological balance aspect it influences.","The text attributes the maintenance of plant population balance to caterpillars.","","and maintaining the balance of plant populations.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""as they play a crucial role in"",
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": null
}","Caterpillars help maintain the balance of plant populations."
"RelR_208960b0eca2","Can_24d53cb7","En_52757a3b","contributes_to","contributes_to","Subject has a causal or functional contribution to the state, quality, or outcome represented by the object (e.g., ecological processes, biodiversity levels, or population balance).","ecological_effect_relation","CAUSALITY","ecological link","0.78","Process → ecological balance outcome; inferred from joint mention.","The sentence links pollination with maintaining plant population balance as key roles.","Causal direction inferred; text lists them together but does not explicitly state causality.","a crucial role in pollination and maintaining the balance of plant populations.","Ch_000003","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""inferred contribution"",
 ""CausalHint"": null,
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": null
}","Pollination is one of the processes through which plant population balance is maintained."
"RelR_1fe83aeb066e","Can_b3f789d8","Can_ce6366a6","is_stage_of","is_life_cycle_stage_of","Indicates that the subject is a distinct stage within the life cycle process represented by the object.","life_cycle_stage_relation","TEMPORALITY","hierarchical","0.97","Life cycle described as having a pupa stage that is explicitly called the third stage.","The text states that the pupa stage is the third stage of the butterfly's life cycle, directly linking the pupal stage to the overall life cycle.","","The third stage of the butterfly's life cycle is the pupa stage.","Ch_000004","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""third stage"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The pupal (chrysalis) stage is identified as a specific stage within the butterfly life cycle."
"RelR_a25f48e3d562","Can_bdfda4a6","Can_ce6366a6","has_life_cycle","has_life_cycle","Links an organism or group of organisms to the overall life cycle structure that characterizes them.","organism_life_cycle_relation","TEMPORALITY","association","0.88","Possessive phrase ""butterfly's life cycle"" implies the life cycle is associated with butterflies.","The phrase ""butterfly's life cycle"" indicates that this particular life cycle belongs to butterflies.","","The third stage of the butterfly's life cycle is the pupa stage.","Ch_000004","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""LifeCycleType: complete metamorphosis implied by stages""
}","Butterflies are described as having a life cycle that includes multiple stages."
"RelR_d22d6eacc4f9","Can_698b56b9","Can_ce6366a6","is_stage_of","is_life_cycle_stage_of","Indicates that the subject is a distinct stage within the life cycle process represented by the object.","life_cycle_stage_relation","TEMPORALITY","hierarchical","0.78","Text says the caterpillar prepares for the next stage of its life cycle, implying the caterpillar is itself a prior life-cycle stage.","Reference to the caterpillar preparing for the next stage of its life cycle suggests the caterpillar is a distinct life-cycle stage within the butterfly life cycle.","Stage name for the caterpillar (larval stage) is not explicitly given in this chunk but is implied.","As the caterpillar grows, it eventually reaches a point where it stops eating and begins to prepare for the next stage of its life cycle.","Ch_000004","{
 ""TemporalQualifier"": ""before the pupa stage"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""as the caterpillar grows"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""as"",
 ""OtherQualifier"": null
}","The caterpillar is framed as being in a stage of a broader life cycle that continues to the pupa stage."
"RelR_493b2a137787","Can_698b56b9","Can_b3f789d8","precedes","precedes_in_life_cycle","The subject stage or process occurs earlier than the object stage within the butterfly life cycle or metamorphic sequence.","life_cycle_stage_sequence_relation","TEMPORALITY","sequence","0.75","Direction chosen as earlier (caterpillar) to later (pupa) stage in the life cycle.","The caterpillar prepares for the next stage, and the next described stage is the pupa stage, implying that the caterpillar stage precedes the pupal stage.","Sequence is slightly indirect but consistent with life cycle ordering.","it stops eating and begins to prepare for the next stage of its life cycle. The third stage of the butterfly's life cycle is the pupa stage.","Ch_000004","{
 ""TemporalQualifier"": ""next stage"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""when the caterpillar stops eating"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""when"",
 ""OtherQualifier"": null
}","The caterpillar stage leads into the pupal (chrysalis) stage as the next life-cycle stage."
"RelR_0215bd560e9a","Can_698b56b9","Can_94e4e67c","creates","forms_anatomical_structure","A developing organism or developmental process generates or forms a new anatomical or protective structure (e.g., a caterpillar forming a chrysalis, metamorphosis forming wings or antennae).","developmental_morphogenesis_relation","CAUSALITY","formation","0.97","Direction from organism (caterpillar) to structure (chrysalis) it forms.","The sentence explicitly states that the caterpillar forms a protective shell called a chrysalis around itself.","","The caterpillar attaches itself to a leaf or stem and forms a protective shell around itself called a chrysalis.","Ch_000004","{
 ""TemporalQualifier"": ""during transition to pupa stage"",
 ""SpatialQualifier"": ""around itself"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""when it stops eating and prepares for the next stage"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""when"",
 ""OtherQualifier"": null
}","The caterpillar forms the chrysalis, a protective shell around itself."
"RelR_12db1e24e59d","Can_94e4e67c","Can_698b56b9","protects","protects","The subject provides physical or functional protection for the object over some period or context.","protective_function_relation","CAUSALITY","functional","0.94","The noun phrase ""protective shell"" describes the role of the chrysalis relative to the caterpillar.","The chrysalis is described as a ""protective shell"" formed around the caterpillar, indicating a protective function.","","forms a protective shell around itself called a chrysalis.","Ch_000004","{
 ""TemporalQualifier"": ""throughout the pupa stage"",
 ""SpatialQualifier"": ""around the caterpillar"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""protective"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The chrysalis functions as a protective shell surrounding the caterpillar."
"RelR_77297636eaaa","Can_94e4e67c","Can_b3f789d8","is_physical_form_of","is_physical_form_of","Indicates that a concrete organismal form or physical casing is the characteristic realization of an abstract life‑cycle stage (e.g., chrysalis as the form of the pupal stage), aligning with the same life‑stage realization pattern as has_organismal_form / is_organismal_form_of.","life_stage_realization_relation","TEMPORALITY","representation","0.83","The stage is specifically called the ""pupal (chrysalis)"" stage, linking chrysalis to that stage.","The text names the stage as the pupa stage and immediately describes formation of a chrysalis, implying the chrysalis is the form taken during this stage.","Relation mainly to bind the physical casing (chrysalis) to the abstract life-cycle stage.","The third stage of the butterfly's life cycle is the pupa stage. The caterpillar... forms a protective shell... called a chrysalis.","Ch_000004","{
 ""TemporalQualifier"": ""during the pupa stage"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""during"",
 ""OtherQualifier"": null
}","The chrysalis is the physical casing that characterizes the pupal (chrysalis) stage of a butterfly."
"RelR_35969b55b12b","Can_698b56b9","En_a47f34c2","attaches_to","attaches_to_substrate","An organism or body part affixes itself to a physical substrate or support structure.","physical_attachment_relation","INTERACTION","spatial","0.97","Direction from animal to plant surface it uses for attachment.","The sentence explicitly states that the caterpillar attaches itself to a leaf.","","The caterpillar attaches itself to a leaf or stem and forms a protective shell around itself called a chrysalis.","Ch_000004","{
 ""TemporalQualifier"": ""before forming the chrysalis"",
 ""SpatialQualifier"": ""on the leaf"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""and"",
 ""OtherQualifier"": null
}","The caterpillar attaches its body to a leaf before forming the chrysalis."
"RelR_f519e98f9a97","Can_698b56b9","En_4fad15a1","attaches_to","attaches_to_substrate","An organism or body part affixes itself to a physical substrate or support structure.","physical_attachment_relation","INTERACTION","spatial","0.97","Alternative attachment substrate to leaf; same verb applies.","The sentence explicitly includes stem as an alternative surface: ""a leaf or stem.""","","The caterpillar attaches itself to a leaf or stem and forms a protective shell around itself called a chrysalis.","Ch_000004","{
 ""TemporalQualifier"": ""before forming the chrysalis"",
 ""SpatialQualifier"": ""on the stem"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""leaf or stem (alternative options)"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""or"",
 ""OtherQualifier"": null
}","The caterpillar may attach its body to a plant stem before forming the chrysalis."
"RelR_30349ebef018","Can_f13938e2","Can_94e4e67c","occurs_in","occurs_in_or_on_location","A biological stage, life stage, or process takes place within or on a specified physical location, substrate, or host organism.","biological_stage_or_process_location_relation","SPATIALITY","spatial","0.98","Prepositional phrase ""Inside the chrysalis"" modifies the transformation/metamorphosis.","The text explicitly locates the transformation known as metamorphosis inside the chrysalis.","","Inside the chrysalis, the caterpillar undergoes a remarkable transformation known as metamorphosis.","Ch_000004","{
 ""TemporalQualifier"": ""during the pupa stage"",
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""Inside"",
 ""OtherQualifier"": null
}","Metamorphosis is described as taking place inside the chrysalis casing."
"RelR_2fd812085bd9","Can_f13938e2","Can_b3f789d8","occurs_during","occurs_during_life_stage","The subject process takes place within the temporal span of the object life stage.","life_cycle_process_timing_relation","TEMPORALITY","temporal","0.86","Pupa stage and chrysalis stage are co-referential; metamorphosis is said to occur inside the chrysalis.","The pupal stage is introduced, followed by a description of metamorphosis inside the chrysalis associated with that stage, indicating that metamorphosis happens during the pupal stage.","","The third stage of the butterfly's life cycle is the pupa stage... Inside the chrysalis, the caterpillar undergoes a remarkable transformation known as metamorphosis.","Ch_000004","{
 ""TemporalQualifier"": ""during the pupa stage"",
 ""SpatialQualifier"": ""within the chrysalis casing"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""during"",
 ""OtherQualifier"": null
}","Metamorphosis is the key process that occurs during the pupal (chrysalis) stage."
"RelR_b446db2042f1","Can_f13938e2","Can_698b56b9","acts_on","involves_participant","Links a process or event to an entity that participates in or is acted upon within that process (e.g., structures, organisms, organs, flowers).","process_participant_relation","PARTICIPATION","process-participant","0.96","Metamorphosis is named and then the caterpillar's body is described as undergoing changes during it.","The phrase ""During metamorphosis, the caterpillar's body undergoes significant changes"" clearly links metamorphosis as the process affecting the caterpillar.","","During metamorphosis, the caterpillar's body undergoes significant changes as it develops into a butterfly.","Ch_000004","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""undergoes"",
 ""LogicalMarker"": ""During"",
 ""OtherQualifier"": null
}","Metamorphosis is the process that causes significant changes in the caterpillar's body."
"RelR_31b1735d998a","Can_f13938e2","Can_bdfda4a6","results_in","results_in","Indicates that a process or sequence of events produces a specific outcome or end state.","causal_process_relation","CAUSALITY","causal","0.9","The development ""into a butterfly"" is temporally and causally tied to metamorphosis.","The sentence ""During metamorphosis... as it develops into a butterfly"" indicates that the developmental outcome of metamorphosis is a butterfly.","Subject is metamorphosis rather than the caterpillar to emphasize the process-result link.","During metamorphosis, the caterpillar's body undergoes significant changes as it develops into a butterfly.","Ch_000004","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""as it develops into"",
 ""LogicalMarker"": ""as"",
 ""OtherQualifier"": null
}","The metamorphosis process leads to the organism developing into a butterfly."
"RelR_44a3bbd764c0","Can_698b56b9","Can_bdfda4a6","transforms_into","transforms_into","Links an entity or material state to a new entity or state it becomes through a transformation process.","state_change_relation","MODIFICATION","conversion","0.95","Pronoun ""it"" refers back to the caterpillar; the endpoint is a butterfly.","The clause ""the caterpillar's body... as it develops into a butterfly"" describes the caterpillar becoming a butterfly.","Metamorphosis is the mediating process; captured separately in another relation.","the caterpillar's body undergoes significant changes as it develops into a butterfly.","Ch_000004","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""develops into"",
 ""LogicalMarker"": ""as"",
 ""OtherQualifier"": null
}","The caterpillar ultimately transforms into a butterfly through metamorphosis."
"RelR_53da6e438474","En_d03912b1","En_c45e58d1","transforms_into","transforms_into","Links an entity or material state to a new entity or state it becomes through a transformation process.","state_change_relation","MODIFICATION","state_change","0.96","Direction chosen from original form (organs) to resulting form (soupy substance).","Text explicitly says its organs dissolve into a soupy substance, indicating a transformation of tissue state.","","Its organs dissolve into a soupy substance, and new tissues and structures … begin to form.","Ch_000005","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": ""during metamorphosis within the chrysalis"",
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""dissolve into"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The caterpillar's organs break down and become a soupy substance during metamorphosis."
"RelR_200c41ba83c0","Can_f13938e2","En_d03912b1","affects_state_of","involves_participant","Links a process or event to an entity that participates in or is acted upon within that process (e.g., structures, organisms, organs, flowers).","process_participant_relation","PARTICIPATION","process-participant","0.86","Metamorphosis is the process; organs are the structures whose state changes in it.","Chunk describes organ dissolution as part of the metamorphic process.","Relation used to capture that organ dissolution is a component of metamorphosis.","Its organs dissolve into a soupy substance … new tissues and structures … begin to form.","Ch_000005","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ProcessPhase: internal reorganization stage""
}","Metamorphosis involves the breakdown of the caterpillar's organs."
"RelR_40e891e203cc","Can_f13938e2","Can_94e4e67c","occurs_in","occurs_in_or_on_location","A biological stage, life stage, or process takes place within or on a specified physical location, substrate, or host organism.","biological_stage_or_process_location_relation","SPATIALITY","spatial","0.9","Chrysalis is the pupa casing; metamorphosis is known to occur there.","Entity descriptions and chunk context (emergence from chrysalis after metamorphosis) indicate metamorphosis happens in the chrysalis.","Spatial context partly inferred from entity descriptions rather than explicit preposition in this exact snippet.","Finally, after the metamorphosis is complete, the adult butterfly emerges from the chrysalis.","Ch_000005","{
 ""TemporalQualifier"": ""pupal stage"",
 ""SpatialQualifier"": ""within the chrysalis casing"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""implied but not verbatim in this chunk"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Metamorphosis takes place within the chrysalis."
"RelR_c09c08f71265","Can_f13938e2","Can_78ab2168","develops","forms_anatomical_structure","A developing organism or developmental process generates or forms a new anatomical or protective structure (e.g., a caterpillar forming a chrysalis, metamorphosis forming wings or antennae).","developmental_morphogenesis_relation","CAUSALITY","formation","0.95","Process (metamorphosis) as subject creating wings.","Text states that new tissues and structures such as wings begin to form during this process.","","new tissues and structures, such as wings and antennae, begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""begin to form"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Butterfly wings are formed as new tissues during metamorphosis."
"RelR_ae4c5b80621b","Can_f13938e2","En_8afea79f","develops","forms_anatomical_structure","A developing organism or developmental process generates or forms a new anatomical or protective structure (e.g., a caterpillar forming a chrysalis, metamorphosis forming wings or antennae).","developmental_morphogenesis_relation","CAUSALITY","formation","0.95","Same pattern as wings; process creates anatomical structures.","Text lists antennae explicitly among structures that begin to form in this process.","","new tissues and structures, such as wings and antennae, begin to form.","Ch_000005","{
 ""TemporalQualifier"": ""during metamorphosis"",
 ""SpatialQualifier"": ""inside the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""begin to form"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Antennae are among the new structures that form during metamorphosis."
"RelR_8d3d2c5568c5","Can_f13938e2","Can_62e205b2","duration_depends_on","duration_depends_on","The temporal duration of the subject process varies as a function of the object factor (e.g., species).","biological_trait_dependency_relation","CAUSALITY","dependency","0.98","Direction from process to factor influencing its duration.","The process duration is said to vary 'depending on the species of butterfly'.","","This process can take anywhere from a few days to several weeks, depending on the species of butterfly.","Ch_000005","{
 ""TemporalQualifier"": ""anywhere from a few days to several weeks"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""duration range: few days–several weeks"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""depending on"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""VariableAspect: duration""
}","The time metamorphosis takes varies according to the butterfly species."
"RelR_bd02be971f84","Can_f13938e2","Can_dd80a7cd","precedes","precedes_in_life_cycle","The subject stage or process occurs earlier than the object stage within the butterfly life cycle or metamorphic sequence.","life_cycle_stage_sequence_relation","TEMPORALITY","temporal","0.9","Process (metamorphosis) modeled as preceding the adult life stage.","Text states that after metamorphosis is complete the adult butterfly emerges, marking the adult stage.","","Finally, after the metamorphosis is complete, the adult butterfly emerges from the chrysalis.","Ch_000005","{
 ""TemporalQualifier"": ""after metamorphosis is complete"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""after"",
 ""LogicalMarker"": ""after"",
 ""OtherQualifier"": null
}","Completion of metamorphosis temporally precedes and leads into the adult butterfly stage."
"RelR_f7472a36113e","Can_94e4e67c","Can_dd80a7cd","gives_rise_to","transitions_to_life_stage","A life-cycle structure or stage transitions into a subsequent life-cycle stage (e.g., chrysalis transitioning to the adult butterfly stage).","life_cycle_transition_relation","TEMPORALITY","origin","0.88","Chrysalis as origin location/container of the emerging adult stage.","Text explicitly describes the adult butterfly emerging from the chrysalis once metamorphosis is done.","Adult stage is represented via the adult butterfly stage entity.","Finally, after the metamorphosis is complete, the adult butterfly emerges from the chrysalis.","Ch_000005","{
 ""TemporalQualifier"": ""after metamorphosis is complete"",
 ""SpatialQualifier"": ""from the chrysalis"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""emerges from"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The chrysalis is the structure from which the adult butterfly (adult stage) emerges."
"RelR_a737134aa14f","Can_dd80a7cd","Can_ce6366a6","is_stage_of","is_life_cycle_stage_of","Indicates that the subject is a distinct stage within the life cycle process represented by the object.","life_cycle_stage_relation","TEMPORALITY","part-whole","0.99","Stage as component of an overall life cycle.","Sentence directly defines the adult stage as a stage of the butterfly's life cycle.","","The fourth and final stage of the butterfly's life cycle is the adult stage.","Ch_000005","{
 ""TemporalQualifier"": ""fourth and final stage"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""stage index: 4 (final)"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""is"",
 ""OtherQualifier"": null
}","The adult butterfly stage is the fourth and final stage in the butterfly life cycle."
"RelR_b8d3b7677374","En_42f589c5","En_70ba8b87","has_state","has_physical_state","Indicates that an entity currently exhibits a specific physical/morphological state or condition.","morphological_state_relation","ATTRIBUTE","attribute","0.99","Organism as subject possessing a particular wing state.","Sentence clearly assigns soft, wrinkled wings to the newly emerged butterfly.","","The newly emerged butterfly has soft, wrinkled wings that it must pump full of fluid to expand and harden.","Ch_000005","{
 ""TemporalQualifier"": ""immediately after emergence from chrysalis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""has"",
 ""OtherQualifier"": null
}","Immediately after emergence, the butterfly's wings are in a soft, wrinkled condition."
"RelR_e5de391a03cc","En_70ba8b87","Can_78ab2168","is_state_of","is_physical_state_of","Indicates that a described physical/morphological state belongs to or characterizes a given entity.","morphological_state_relation","ATTRIBUTE","state-description","0.93","State entity mapped to the underlying anatomical structure.","Description indicates this is the initial condition of the butterfly’s wings after emergence.","","The newly emerged butterfly has soft, wrinkled wings that it must pump full of fluid to expand and harden.","Ch_000005","{
 ""TemporalQualifier"": ""immediately post-emergence"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""prior to full expansion and hardening"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Soft, wrinkled wings represent an early post-emergence state of the butterfly wings."
"RelR_2c9389d821a1","En_bc0a06d2","Can_78ab2168","fills","fills_structure","A fluid or material occupies the internal volume of an anatomical structure or cavity, typically enabling its expansion, support, or functional development.","developmental_morphology_relation","MODIFICATION","functional","0.96","Fluid in wings as subject being pumped into the wings.","Text says the wings must be pumped full of fluid to expand and harden, indicating fluid fills the wings.","","it must pump full of fluid to expand and harden.","Ch_000005","{
 ""TemporalQualifier"": ""shortly after emergence"",
 ""SpatialQualifier"": ""inside the wings"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""required for expansion and hardening"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""to expand and harden"",
 ""LogicalMarker"": ""to"",
 ""OtherQualifier"": null
}","Fluid is pumped into the butterfly wings to make them expand and harden."
"RelR_56d0623bc96e","Can_78ab2168","En_0a2250c8","enables","enables","Indicates that the subject provides the necessary capability or condition for the object event or action to occur.","causal_process_relation","CAUSALITY","causal","0.89","Direction chosen as wings (structure) enabling the event of first flight.","The sentence directly links fully developed wings to readiness for first flight.","","Once its wings are fully developed, the butterfly is ready to take flight for the first time.","Ch_000006","{
 ""TemporalQualifier"": ""once wings are fully developed"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": ""wings fully developed"",
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""Once"",
 ""LogicalMarker"": ""once"",
 ""OtherQualifier"": null
}","Fully developed butterfly wings enable the butterfly's first flight."
"RelR_571ffdfd8523","Can_d67c54ff","En_b71e6971","feeds_on","feeds_on","Indicates that the subject organism consumes the object as a food resource.","trophic_interaction_relation","INTERACTION","consumption","0.98","Feeding relation from consumer (adult butterflies) to resource (nectar).","“Adult butterflies feed on nectar from flowers”.","","Adult butterflies feed on nectar from flowers using their long, tubular mouthparts called proboscis.","Ch_000006","{
 ""TemporalQualifier"": ""adult stage"",
 ""SpatialQualifier"": ""at flowers"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""FeedingMode: using proboscis""
}","Adult butterflies feed on nectar as a primary food source."
